IC50,Cancer,Drug,PKA_137_POL_X_Fingerprint_576,EXP_BRD4_X_EXP_MYC,EXP_BRD4_X_EXP_NUMA1,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG,Predicted IC50,Validation
0.696496,687505,235,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
4.864941,687506,235,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,2
5.079266,724839,235,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,4
-0.896322,906824,235,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,1
1.336834,906843,235,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
0.517151,907068,235,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,6
3.187693,930297,235,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,2
5.800311,930298,235,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,6
-0.148069,1240212,235,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,3
2.071781,1298134,235,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,10
1.925701,687505,249,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
3.324424,687506,249,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,2
4.497147,724839,249,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,1
1.958724,906824,249,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,5
2.795553,906843,249,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
3.263175,907068,249,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
4.864037,930297,249,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,5
5.163415,930298,249,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,2
3.480735,1240212,249,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,1
3.469256,1298134,249,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,7
0.276822,687505,252,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,6
1.015192,687506,252,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,2
1.370579,724839,252,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,7
-2.22532,906824,252,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,9
0.377577,906843,252,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,9
-0.089927,907068,252,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,5
1.678907,930297,252,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,2
4.100019,930298,252,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,4
0.810185,1240212,252,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,7
2.321603,1298134,252,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,9
4.334853,687505,253,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,8
4.821655,687506,253,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
5.396179,724839,253,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,9
4.04043,906824,253,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
4.59692,906843,253,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,1
4.759438,907068,253,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
5.500664,930297,253,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,2
5.697915,930298,253,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
4.678239,1240212,253,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,8
4.497934,1298134,253,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,9
1.470769,687505,254,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,9
2.929906,687506,254,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,5
3.197839,724839,254,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,4
1.610065,906824,254,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,9
1.954111,906843,254,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,1
1.911597,907068,254,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,6
3.272797,930297,254,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,6
3.60555,930298,254,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,1
2.194967,1240212,254,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,4
2.099911,1298134,254,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,3
2.959906,687505,255,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,4
4.573243,687506,255,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,9
4.817501,724839,255,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,6
3.242597,906824,255,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,8
3.839662,906843,255,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,2
4.067804,907068,255,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
5.52357,930297,255,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,10
5.868885,930298,255,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,7
4.57876,1240212,255,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,6
4.216919,1298134,255,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,2
1.404236,687505,256,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,3
2.472988,687506,256,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,1
4.578171,724839,256,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,1
-1.096501,906824,256,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,4
2.259894,906843,256,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,4
2.330333,907068,256,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,6
5.459423,930297,256,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,5
5.805217,930298,256,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,2
1.938276,1240212,256,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,3
2.212715,1298134,256,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,1
-0.47973,687505,257,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,9
4.100347,687506,257,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,9
5.440323,724839,257,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,2
1.388782,906824,257,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,1
2.99413,906843,257,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
2.951559,907068,257,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,7
5.120547,930297,257,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
5.648715,930298,257,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,3
3.39404,1240212,257,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,5
3.181451,1298134,257,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,9
0.811769,687505,260,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
4.359693,687506,260,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,5
4.52394,724839,260,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,4
1.404209,906824,260,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,1
3.150963,906843,260,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
4.067161,907068,260,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
5.570075,930297,260,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,7
5.915514,930298,260,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,6
3.983886,1240212,260,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,7
4.251633,1298134,260,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,10
1.70409,687505,262,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,9
4.427094,687506,262,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,4
4.380206,724839,262,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
3.418096,906824,262,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,9
3.069125,906843,262,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
3.408427,907068,262,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,3
4.806373,930297,262,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,2
5.148687,930298,262,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,1
3.660117,1240212,262,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,1
3.947516,1298134,262,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,7
4.595929,687505,263,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,8
5.720403,687506,263,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
6.098093,724839,263,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,2
4.795585,906824,263,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,9
5.133064,906843,263,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,6
5.658339,907068,263,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,5
6.244813,930297,263,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,6
6.404314,930298,263,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,10
5.446167,1240212,263,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,3
5.352655,1298134,263,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,3
-1.908576,687505,273,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
0.606214,687506,273,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,4
0.89031,724839,273,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,2
-1.840718,906824,273,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
-1.622391,906843,273,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,2
-0.278627,907068,273,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,4
3.953042,930297,273,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,3
2.0928,930298,273,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,2
0.201438,1240212,273,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,4
0.656225,1298134,273,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,4
5.538403,687505,275,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
5.206919,687506,275,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,1
6.057573,724839,275,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
2.125285,906824,275,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,1
4.431455,906843,275,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
3.071525,907068,275,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,2
6.244155,930297,275,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,2
6.586598,930298,275,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,4
3.05677,1240212,275,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,1
5.127348,1298134,275,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,5
2.543048,687505,277,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
2.476983,687506,277,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
2.912135,724839,277,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,7
0.80479,906824,277,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,9
2.125192,906843,277,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,9
2.08552,907068,277,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,8
3.097299,930297,277,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
3.197738,930298,277,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
1.969304,1240212,277,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,6
2.049564,1298134,277,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,2
2.447099,687505,279,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,3
5.862444,687506,279,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,5
6.188204,724839,279,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,4
3.545583,906824,279,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
4.998344,906843,279,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,4
4.849188,907068,279,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,4
6.235071,930297,279,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,1
6.342531,930298,279,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,9
5.203414,1240212,279,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,7
5.426512,1298134,279,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,8
4.03924,687505,281,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,8
4.216797,687506,281,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,10
4.657497,724839,281,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,1
3.637411,906824,281,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,6
3.823829,906843,281,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,4
4.13582,907068,281,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,5
4.839043,930297,281,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,5
5.020818,930298,281,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,9
3.722588,1240212,281,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,5
4.016717,1298134,281,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,1
0.226119,687505,282,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,2
3.057982,687506,282,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
3.253477,724839,282,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,4
-0.305954,906824,282,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
0.034239,906843,282,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
1.736514,907068,282,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,7
4.689893,930297,282,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,8
4.616426,930298,282,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,4
1.712346,1240212,282,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,9
2.924725,1298134,282,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,3
-2.42757,687505,283,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
0.326741,687506,283,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,3
-0.686838,724839,283,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
-5.477789,906824,283,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,9
-1.952722,906843,283,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,1
-1.813682,907068,283,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,10
0.424133,930297,283,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,7
1.331981,930298,283,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,9
-2.45929,1240212,283,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,6
-1.617146,1298134,283,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,10
2.945857,687505,287,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,1
3.473255,687506,287,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
4.901579,724839,287,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,6
1.299588,906824,287,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
3.466827,906843,287,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
3.873426,907068,287,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,4
6.223956,930297,287,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,2
6.386285,930298,287,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,6
3.68126,1240212,287,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,3
3.288145,1298134,287,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,4
2.174004,687505,288,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,9
5.058654,687506,288,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
5.49265,724839,288,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,4
3.784042,906824,288,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
3.116975,906843,288,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,2
4.129388,907068,288,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,9
5.340922,930297,288,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,1
5.476163,930298,288,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,1
4.22647,1240212,288,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,7
4.314992,1298134,288,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,1
4.393414,687505,290,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
5.869985,687506,290,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,10
6.082092,724839,290,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,3
5.328052,906824,290,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,9
5.13323,906843,290,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,10
4.962348,907068,290,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,6
5.971034,930297,290,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,1
6.203137,930298,290,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,9
5.456301,1240212,290,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,9
5.28008,1298134,290,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
1.676732,687505,291,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,2
4.633195,687506,291,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,4
6.139989,724839,291,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,10
2.385586,906824,291,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
4.464464,906843,291,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,1
4.59374,907068,291,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,5
5.884539,930297,291,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,3
5.827652,930298,291,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,4
3.708287,1240212,291,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,3
5.047198,1298134,291,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,8
3.194699,687505,292,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,10
4.951354,687506,292,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,9
5.206741,724839,292,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,5
2.321601,906824,292,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
4.155338,906843,292,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
4.516443,907068,292,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,2
5.89681,930297,292,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,1
6.060976,930298,292,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,7
4.526604,1240212,292,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,3
4.458306,1298134,292,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
2.637266,687505,293,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,10
2.214782,687506,293,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
3.217766,724839,293,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,1
2.793888,906824,293,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,6
3.916158,906843,293,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,8
4.224447,907068,293,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
3.597656,930297,293,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
4.200676,930298,293,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,4
5.211395,1240212,293,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,4
1.553391,1298134,293,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,2
3.117986,687505,294,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
4.726065,687506,294,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,4
6.169439,724839,294,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,5
3.021052,906824,294,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,7
4.178589,906843,294,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
3.763261,907068,294,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,7
6.199999,930297,294,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,8
6.585307,930298,294,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,2
2.998685,1240212,294,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,8
4.138926,1298134,294,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,4
2.040057,687505,295,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
4.017344,687506,295,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,5
5.213865,724839,295,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,2
2.27206,906824,295,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,2
2.996514,906843,295,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,1
3.635307,907068,295,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,8
5.575105,930297,295,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,5
5.917168,930298,295,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,6
3.797978,1240212,295,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,6
4.289924,1298134,295,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
3.847205,687505,298,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,8
4.282152,687506,298,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,4
