IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_803,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_791,Fingerprint_784,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_646,Fingerprint_644,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,MOT_3D_RegulatorySpine_CSV,REC_R_HSA_3928602,REC_R_HSA_5218804,GO_0007286,GO_0016477_CSV,GO_0035023,GO_0048008,GO_0070372_EXP,FAM_CK1,EXP_CSNK1A1L,PKA_263_EXP_X_Fingerprint_826,PKA_280_B62_X_Fingerprint_819,EXP_ERN2_X_EXP_LRGUK,EXP_FGR_X_EXP_APOB,EXP_ITK_X_EXP_CD28,EXP_PHKG2_X_EXP_C1QTNF1,EXP_TXK_X_EXP_PHLPP1,PWY_R_HSA_199418_X_PWY_R_HSA_5627123
3.209425,907298,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
3.635966,908127,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
2.337379,909716,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
3.43503,909720,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
3.905967,909732,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.97326620304725,0,0,10.8573907235145,8.26207671071223,8.46602437577074,21.8648054910183,10.6695192799223,0
5.83572,909754,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
3.632517,909759,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
4.814449,925343,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
2.109893,971773,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
2.947608,1240166,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
2.505379,1240210,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
4.071903,1240215,1010,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
0.149803,907298,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
4.316432,908127,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
2.013311,909716,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
4.236552,909720,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
3.256321,909732,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2.97326620304725,0,0,10.8573907235145,8.26207671071223,8.46602437577074,21.8648054910183,10.6695192799223,0
6.507569,909754,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
3.927464,909759,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
4.189105,925343,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
0.922333,971773,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
3.378589,1240166,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
1.80087,1240210,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
3.262686,1240215,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
-1.369926,907298,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
-0.132989,908127,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
-0.949366,909716,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
1.214632,909720,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
-0.772215,909732,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2.97326620304725,0,0,10.8573907235145,8.26207671071223,8.46602437577074,21.8648054910183,10.6695192799223,0
2.490155,909754,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
-0.627645,909759,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
0.953669,925343,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
-1.48988,971773,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
-2.721243,1240166,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
-0.456623,1240210,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
0.740621,1240215,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
2.265668,907298,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
2.25334,908127,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
1.010681,909716,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
2.214733,909720,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
0.85838,909732,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.97326620304725,0,0,10.8573907235145,8.26207671071223,8.46602437577074,21.8648054910183,10.6695192799223,0
5.689463,909754,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
2.108995,909759,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
3.858783,925343,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
0.88517,971773,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
-0.482324,1240166,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
1.557195,1240210,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
0.177519,907298,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
3.409785,908127,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
3.578061,909716,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
4.549424,909720,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
4.196466,909732,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.97326620304725,0,0,10.8573907235145,8.26207671071223,8.46602437577074,21.8648054910183,10.6695192799223,0
6.553925,909754,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
4.073206,909759,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
5.604972,925343,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
3.280563,971773,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
2.779043,1240166,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
3.633162,1240210,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
4.604143,1240215,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
1.470584,907298,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
2.156163,908127,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
1.147465,909716,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
3.69175,909720,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
3.642425,909754,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
3.21138,909759,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
4.70008,925343,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
2.84289,971773,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
3.443711,1240215,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
1.63461,907298,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
2.992878,908127,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
