IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_803,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_791,Fingerprint_784,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_646,Fingerprint_644,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,MOT_3D_RegulatorySpine_CSV,REC_R_HSA_3928602,REC_R_HSA_5218804,GO_0007286,GO_0016477_CSV,GO_0035023,GO_0048008,GO_0070372_EXP,FAM_CK1,EXP_CSNK1A1L,PKA_263_EXP_X_Fingerprint_826,PKA_280_B62_X_Fingerprint_819,EXP_ERN2_X_EXP_LRGUK,EXP_FGR_X_EXP_APOB,EXP_ITK_X_EXP_CD28,EXP_PHKG2_X_EXP_C1QTNF1,EXP_TXK_X_EXP_PHLPP1,PWY_R_HSA_199418_X_PWY_R_HSA_5627123
3.734081,909716,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
4.560726,909720,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
6.077191,909754,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
1.636455,909759,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
4.096037,925343,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
3.185106,971773,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
3.626957,1240215,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
-3.362592,907298,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
-2.516192,908127,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
-1.44369,909716,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
-1.723724,909720,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
-0.113397,909754,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
-2.828539,909759,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
-1.926529,925343,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
-2.817415,971773,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
-2.844184,1240166,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
-3.421358,1240210,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
-2.472131,1240215,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
1.362437,907298,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
2.336331,908127,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
1.102038,909716,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
1.274264,909720,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
3.211198,909754,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
-0.580583,909759,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
0.489257,925343,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
0.839182,971773,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
0.851005,1240166,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
1.273771,1240210,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
2.244107,1240215,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
0.464162,906999,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.7194,1,1,0,0.7194,1,1,2.94468379488835,1,3.04959341713742,0,0,9.9476808171994,9.38314208388284,8.70830860133415,23.7551344419502,11.830576137028,2
-0.156584,907298,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
1.525507,908127,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
0.154491,909264,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.84895620071383,0,0,10.1799389533567,8.75548052901598,8.54853725126763,19.1389515821506,10.8535997492757,0
0.542887,909716,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
0.137039,909720,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
2.519587,909732,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.97326620304725,0,0,10.8573907235145,8.26207671071223,8.46602437577074,21.8648054910183,10.6695192799223,0
0.849018,909754,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
1.527422,909756,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84751380001398,0,0,9.93302952096227,9.39301141862176,8.43695594479621,20.3672874346461,12.1964268947038,0
-0.1182,909759,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
1.279704,910784,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77318736374969,0,0,9.44802644478014,8.15216468161847,8.34271072519285,19.1969490717337,9.03322864741783,0
0.399349,925343,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
0.610694,971773,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
1.151962,1240166,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
1.554386,1240210,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
3.129552,1240215,1372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
2.577679,906999,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7194,1,1,0,0.7194,1,1,2.94468379488835,1,3.04959341713742,0,0,9.9476808171994,9.38314208388284,8.70830860133415,23.7551344419502,11.830576137028,2
3.664112,907298,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
5.327958,908127,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,0,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
5.868877,909264,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.84895620071383,0,0,10.1799389533567,8.75548052901598,8.54853725126763,19.1389515821506,10.8535997492757,0
5.226781,909716,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
4.37301,909732,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.97326620304725,0,0,10.8573907235145,8.26207671071223,8.46602437577074,21.8648054910183,10.6695192799223,0
7.392148,909754,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
4.068563,909756,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84751380001398,0,0,9.93302952096227,9.39301141862176,8.43695594479621,20.3672874346461,12.1964268947038,0
2.634194,909759,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
3.450595,910784,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77318736374969,0,0,9.44802644478014,8.15216468161847,8.34271072519285,19.1969490717337,9.03322864741783,0
6.770421,925343,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
2.536855,971773,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
4.119268,1240166,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
4.742539,1240210,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
5.721789,1240215,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.06626298428631,0,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
2.236518,906999,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.7194,1,1,0,0.7194,1,1,2.94468379488835,1,3.04959341713742,3.16554248804178,0,9.9476808171994,9.38314208388284,8.70830860133415,23.7551344419502,11.830576137028,2
1.508718,907298,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97681814898822,0,0,11.1518048987572,8.46400508358963,8.41125684056014,19.3410290832924,9.68278492985204,0
2.220036,908127,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.27964,1,0,0,1,3.04215371262134,3.36029099504444,0,10.0376937866342,8.99386508038487,8.31853339707743,19.1394950647579,12.828822863899,0
2.145092,909264,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.84895620071383,0,0,10.1799389533567,8.75548052901598,8.54853725126763,19.1389515821506,10.8535997492757,0
1.41242,909716,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.635086,0,0,0,0,3.03946369244221,0,0,10.0038347981672,9.10634484330747,9.20439056501498,21.5182472440253,10.7940574404828,0
2.705297,909720,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00991167714262,0,0,9.08940245050262,8.29868888934951,8.17061342970803,17.6313714355413,12.1140780012347,0
2.178693,909732,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.97326620304725,0,0,10.8573907235145,8.26207671071223,8.46602437577074,21.8648054910183,10.6695192799223,0
3.832977,909754,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.874992,2,2,0,1.249564,4,2,14.3552157598944,4,3.22394044155025,0,0,10.8075587035195,8.90812376963855,9.30229170154699,24.001803287966,16.699368638681,2
3.709054,909756,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84751380001398,0,0,9.93302952096227,9.39301141862176,8.43695594479621,20.3672874346461,12.1964268947038,0
1.979867,909759,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01467303218864,0,0,9.23713902899934,8.47027441037536,7.49052987839429,18.8797867439462,11.5075639329351,0
2.528665,910784,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77318736374969,4.71473625096209,0,9.44802644478014,8.15216468161847,8.34271072519285,19.1969490717337,9.03322864741783,0
4.199845,925343,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.99629818350298,0,0,10.1891262716116,8.81629744308472,8.23738489037785,18.5792631385098,13.0135082865612,0
1.626382,971773,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.92232970989479,0,0,8.88160055328529,8.46277622213066,8.52568988786066,18.7529961966169,9.92085054121425,0
1.643393,1240166,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.79668494730514,0,3.02387176035941,0,0,11.4821683968399,10.1677136956539,8.8557395336023,20.4006626194216,11.7242993407609,0
1.303823,1240210,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.99491899911507,0,0,10.2285503611198,8.50710867636283,8.36099902454231,18.4277213327527,11.0965105380758,1
2.725075,1240215,1032,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.06626298428631,4.80191666562049,0,9.78973192057897,9.5000439039276,8.3461885733889,18.6139332820425,12.1020262952491,0
